TITLE = "Rolling Shannon Entropy Analysis"
VARIABLES = "Time", "Shannon_Entropy"
ZONE T="Shannon Entropy Data"
2.5	4.602467148831701
3.5	4.976833550767631
4.5	5.281014729021884
5.5	5.215094695034407
6.5	5.360809027217016
7.5	5.177640670204275
8.5	5.343228009571949
9.5	5.117007596688873
10.5	5.172471101697142
11.5	4.941811518030979
12.5	5.275767728480238
13.5	4.790476366160235
14.5	5.147317509975557
15.5	5.047147612656183
16.5	5.2405944450816175
17.5	5.071081809528193
18.5	5.296952268580895
19.5	5.163553173661263
20.5	5.407785821568364
21.5	5.183352578702134
22.5	5.3694681795767965
23.5	5.110340321410672
24.5	5.2970201528838
25.5	5.264429929653971
26.5	5.368232564867611
27.5	5.2745540268534015
