TITLE = "Entropy Analysis"
VARIABLES = "Time", "Entropy", "High_Entropy"
ZONE T="Entropy Data"
2.5	0.014275813313194607	False
3.5	0.015612791942069215	False
4.5	0.019215841443274595	False
5.5	0.018904110013456155	False
6.5	0.019941893937017063	False
7.5	0.02084163247782289	False
8.5	0.020193066390123082	False
9.5	0.015553128667421756	False
10.5	0.014547296523401698	False
11.5	0.017704143170976572	False
12.5	0.022303127115330668	False
13.5	0.027727907795294993	True
14.5	0.025037698973002342	True
15.5	0.0243267836982497	True
16.5	0.022590016229042664	False
17.5	0.023282527245105822	False
18.5	0.022899254613594433	False
19.5	0.021826132920633512	False
20.5	0.015787690622405703	False
21.5	0.01624841603872662	False
22.5	0.015103120388947788	False
23.5	0.014433879783997794	False
24.5	0.014030662507675373	False
25.5	0.01579075796314422	False
26.5	0.01408600014492789	False
27.5	0.01762238825252771	False
28.5	0.015773376879935963	False
29.5	0.015841780587058096	False
30.5	0.018087893166148117	False
31.5	0.027256151518408878	True
32.5	0.017657947685388642	False
33.5	0.014291365720997984	False
34.5	0.014665619556864407	False
35.5	0.0175400717873897	False
36.5	0.02364586038112293	False
37.5	0.023459290212096473	False
38.5	0.023730224427913615	False
39.5	0.02123625684258057	False
40.5	0.02031464197247823	False
41.5	0.021906298610481212	False
42.5	0.02128266493302977	False
43.5	0.01638867719178183	False
44.5	0.016389786551392227	False
45.5	0.014298810745651647	False
46.5	0.014560089619180427	False
47.5	0.013416253188856864	False
48.5	0.013323644488858477	False
49.5	0.011969755898508794	False
50.5	0.014071169938677741	False
51.5	0.01844608944509707	False
52.5	0.023348904732722886	False
53.5	0.023776944742153194	False
54.5	0.030198829786114878	True
55.5	0.0282524123387895	True
56.5	0.0270410854122618	True
57.5	0.030194069456953354	True
