TITLE = "Rolling Shannon Entropy Analysis"
VARIABLES = "Time", "Shannon_Entropy"
ZONE T="Shannon Entropy Data"
2.5	5.362645123849925
3.5	5.25079767101204
4.5	5.095224803868284
5.5	5.323885757765511
6.5	5.380890456929992
7.5	5.190325081844096
8.5	5.368754132739893
9.5	5.23963964440453
10.5	5.138886918009102
11.5	5.296777216458951
12.5	5.094037129344766
13.5	5.1773790870519605
14.5	5.053958942484535
15.5	5.293624949120104
16.5	5.318601206328324
17.5	5.158977983501476
18.5	5.270750657473945
19.5	4.9824642409519955
20.5	5.063875844519323
21.5	5.052590264071322
22.5	5.1168947345953315
23.5	5.100863898883699
24.5	5.168516097760246
25.5	5.329195745427023
26.5	5.3844211311016
27.5	5.3441078282465675
28.5	5.3506682593741255
29.5	5.366523377391838
30.5	5.251387453117542
31.5	5.309221032479553
32.5	5.340313452296973
33.5	5.102953312517376
34.5	5.172495582291886
35.5	5.051031811794532
36.5	4.970883446712688
37.5	4.959768279044412
38.5	5.243824417632221
39.5	5.313373487147094
40.5	5.099787132043956
41.5	5.1140772241553965
42.5	5.23014426592723
43.5	5.299105962952262
44.5	5.350960268266715
45.5	5.3127569387197475
46.5	5.35888889225664
47.5	5.128525747216015
48.5	5.105856879724229
49.5	5.153276765164997
50.5	5.145721123472829
51.5	5.414107217305515
52.5	5.329799102962239
53.5	5.169909427875516
54.5	5.278474791954007
55.5	5.3247676383744
56.5	5.356217580407936
57.5	5.221856233555216
