mean,std,max,min,range,entropy,pc1,pc2,pc3,label
1.8729540704225223,0.003868806348926903,1.8832036729518995,1.8672764427041326,0.015927230247766877,0.00920538962998485,0.04716979843832705,-0.13065515623148838,-0.06862859576942727,2
1.8736562531697192,0.003280187011880693,1.8832036729518995,1.8700398838795236,0.01316378907237592,0.010414526692558823,-0.1438472359666395,-0.007908979720659567,-0.04843735196991658,0
1.8738585555698497,0.003153758663403331,1.8832036729518995,1.870418870726962,0.012784802224937497,0.011193899577073951,0.039795869588099185,-0.07823700722043779,0.11301428657728854,0
1.872538131334365,0.0011445943320594369,1.8748175285372528,1.8694952802680107,0.0053222482692421025,0.028471952904070008,-0.08218808376376496,-0.11350761989250403,-0.017969288259202264,0
1.8727711605920507,0.0013378758926357304,1.876043041287656,1.8694952802680107,0.006547761019645382,0.026228249697169304,-0.024963340592993787,-0.12400330595853715,-0.006859127484148431,2
1.8732422257310783,0.001714401980332286,1.8775423126220598,1.8694952802680107,0.008047032354049133,0.023411947835689784,-0.03550756991124547,-0.08691339212764952,-0.06788806378150558,2
1.8738049823481924,0.0018928943144453161,1.8775423126220598,1.8694952802680107,0.008047032354049133,0.02517343423853502,-0.02800268959164605,-0.04304794745509947,-0.009574933774046999,0
1.873911557496556,0.0019832150505757398,1.8775423126220598,1.8688747060237887,0.00866760659827115,0.02361989763419725,-0.02465679712626786,-0.04239816732102291,-0.014504040486724509,0
1.8733164652360221,0.0029010167836708693,1.8775423126220598,1.8661631672773982,0.011379145344661667,0.019633479109498975,-0.08360254534936765,-0.05599116867195729,0.09264453563808558,0
1.8730997652967762,0.0030209431805378537,1.8775423126220598,1.8661631672773982,0.011379145344661667,0.019726888060795478,-0.025712086172134573,-0.14452450310053194,0.06915696290077283,0
1.872640087804694,0.002947059893511136,1.8775319773763681,1.8661631672773982,0.01136881009896995,0.021814318470491312,-0.11618072286233089,-0.1417088230818342,0.005088185317386515,0
1.8722340319624928,0.0026446321912797443,1.8763824247386236,1.8661631672773982,0.010219257461225428,0.02174169615783983,-0.020101188996151265,-0.1750237119087204,-0.005676797172256639,2
1.8724886585789573,0.002936622021760211,1.8796892939287935,1.8661631672773982,0.013526126651395298,0.020725105282553002,-0.029196503612228527,-0.12279745095425638,-0.12821845001409843,2
1.8732261715824627,0.002345455849055843,1.8796892939287935,1.8673634182324101,0.012325875696383326,0.029628732247513945,-0.046094202882824245,-0.06366299100296395,-0.0036608512098845226,0
1.8740105786977725,0.0025324615362679057,1.8810086052504846,1.8684949844429881,0.012513620807496517,0.030278464532118132,0.021100305890046567,-0.062155451660753064,-0.061240391311884204,2
1.8742557190484597,0.0024099971277473644,1.8810086052504846,1.8694935786150972,0.011515026635387393,0.030668143844954088,-0.06151368422417192,0.011981933446387882,-0.05024607814980405,0
1.874317882015364,0.00238797049091974,1.8810086052504846,1.8694935786150972,0.011515026635387393,0.031818850251948305,0.02896607026164902,-0.01691098304475931,0.03076860917661246,0
1.8752578347777722,0.0032725577626306034,1.8843015328433481,1.8702090740542905,0.014092458789057627,0.024894508354934786,0.0644887547611515,0.005528479667212264,-0.1130937547510709,2
1.8760019418749774,0.0031609431063851752,1.8843015328433481,1.8708889835439946,0.013412549299353538,0.02277877792651095,-0.0164649967100274,0.09787512180272738,-0.023064937842036334,1
1.8755452524040228,0.003472518131462039,1.8843015328433481,1.8683809092499875,0.01592062359336066,0.022030123387001943,0.046771182560442555,0.04850182816833441,0.026500918506375006,1
1.8761342806474255,0.0034035277025914325,1.8843015328433481,1.8683809092499875,0.01592062359336066,0.0235302577437011,0.03756670897155362,0.08300341618120757,-0.0907366655529821,1
1.875726934637193,0.004279879317379419,1.8843015328433481,1.8624378755948559,0.021863657248492263,0.021293697467968276,-0.07844077822158627,0.10243830643899655,0.1758508909063126,0
1.8752729818578282,0.004120777083101484,1.8848502607415245,1.8624378755948559,0.022412385146668656,0.02134015924564725,0.13650654760997408,-0.07680704169832535,0.0619795890960467,2
1.8751507278469275,0.004472180991958245,1.8848502607415245,1.8624378755948559,0.022412385146668656,0.02304123752928522,-0.129924231620908,0.03770158487555514,-0.14778439068660668,0
1.8747315900236048,0.0055050331488139285,1.8848502607415245,1.8588451585090946,0.02600510223242991,0.02330401277214378,0.02013029261510114,0.006118350565117364,0.1456059590403328,0
1.8746236437145278,0.00612279009246732,1.8848502607415245,1.8588451585090946,0.02600510223242991,0.02240663767555029,0.05021572973086152,-0.024468181023912895,-0.12115955845127001,2
1.875031030795763,0.005883427025989102,1.8848502607415245,1.8588451585090946,0.02600510223242991,0.02481676147378087,-0.13857847517831662,0.06670503297431046,0.2006283849002804,0
1.8738238150242836,0.006388213934511427,1.8833235432483881,1.8588451585090946,0.024478384739293535,0.02697974870794484,-0.004335397656378706,-0.15675206210493986,0.11421651929634848,0
1.873320329743166,0.006182169700786305,1.8833235432483881,1.8588451585090946,0.024478384739293535,0.029518799664002504,-0.15369651585637598,-0.11917852067270403,-0.0060077867994007324,0
1.8742566196757435,0.006744388860394474,1.8857272762712884,1.8553330819117517,0.03039419435953672,0.028815337281424824,0.035595258422216065,-0.09462565378011409,-0.07058956912191265,2
1.8732074785253965,0.006934301500215922,1.8871385499554998,1.8553330819117517,0.031805468043748064,0.03330986393626212,-0.18501576795122757,-0.061323654011003516,0.21553779668235354,0
1.8746691623723921,0.007615886054388369,1.8871385499554998,1.8553330819117517,0.031805468043748064,0.028908877154088408,0.16421208758080877,-0.19731418446523766,-0.18024400203269017,2
1.8746435241925792,0.007469362523648762,1.8871385499554998,1.8553330819117517,0.031805468043748064,0.029734771185124576,-0.31410676842934054,0.06975711222116526,0.10340328895279026,0
1.8751496128327847,0.007922024844913639,1.8871385499554998,1.8553330819117517,0.031805468043748064,0.027383310988699172,0.3303975261658982,-0.19022834251598417,0.005956330558501003,2
1.8741043764190588,0.007269932464375713,1.8871385499554998,1.8584762018181828,0.02866234813731694,0.028184101217032964,-0.36651563801207526,0.054147185531749895,-0.08140285592354464,0
1.8760394289815485,0.007052599589267245,1.886939461539883,1.85867331816689,0.028266143372992936,0.024865945852346805,0.35576683142255583,-0.08645064777155319,0.008617038398274924,2
1.876096142412493,0.006986637438602376,1.886939461539883,1.85867331816689,0.028266143372992936,0.025618849674337696,-0.11751023369761428,0.17945256038657584,-0.3262858376333836,1
1.8776784291976805,0.0063892534300755525,1.8872067450177064,1.8614482995064454,0.02575844551126094,0.025048499882662778,0.27478079149269063,0.16020638142409485,0.07777836283271472,1
1.8778957025247718,0.005897447781262717,1.8872067450177064,1.862211572169597,0.02499517284810926,0.027719235192920078,-0.030596794954461687,0.26507656204731417,-0.23479371503505825,1
1.8798911836571468,0.0044830392192398115,1.8872067450177064,1.8679537136725313,0.019253031345175087,0.03437422592754613,0.23292713416638272,0.3082031198947762,0.03053108860754087,1
1.8779805785479373,0.0053688942327876285,1.8872067450177064,1.8668831423955294,0.020323602622176917,0.028928169496704292,-0.03339486660481464,0.2912077870250402,0.09992970848219905,1
1.8769008671281808,0.005496372933633839,1.8872067450177064,1.8635472397349784,0.023659505282727977,0.03165508296812414,0.1682530828243845,0.12234193165368738,0.1400426437077921,1
1.8756044060727952,0.006259294370160032,1.8860316790443645,1.8589283065232127,0.027103372521151803,0.03140956825747443,-0.15521206697067766,0.1193043353024383,0.08710943629078441,0
1.8749821103846789,0.006755708108990481,1.88580678313605,1.8589283065232127,0.026878476612837376,0.02734441429613943,0.05668726168296956,-0.05795106692024361,0.2458036155666351,0
