mean,std,max,min,range,entropy,pc1,pc2,pc3,label
4.3545663159485954,0.05659533388087288,4.472080296545233,4.289763242395336,0.1823170541498973,0.007848563575293399,-1.531406084805075,3.432200487742962,-1.431282229570118,2
4.350559939891847,0.059426667168539345,4.472080296545233,4.289763242395336,0.1823170541498973,0.008513641779482883,3.424124140879503,0.913037820933192,3.06897389368232,0
4.3711405535172485,0.06485908855407667,4.472080296545233,4.289763242395336,0.1823170541498973,0.009349406082266531,-3.2513895858820083,2.3145389378391306,-1.388937015957659,2
4.3597451356802095,0.06240588647942306,4.472080296545233,4.290681216563898,0.1813990799813352,0.00925893439871972,4.358354341114673,0.790019364936418,1.1264668324037226,0
4.382360234972649,0.06670421402807393,4.485801848954428,4.2934705287995625,0.19233132015486554,0.009445655302811495,-4.25647733669377,0.8749025638287161,0.5907510355810447,1
4.364453853366963,0.06410574246576098,4.485801848954428,4.2934705287995625,0.19233132015486554,0.008149510159964679,4.496767000226852,1.0542304023743256,-0.5644808521821512,0
4.390800116075307,0.06588962232608771,4.486044728278434,4.297708813863246,0.1883359144151875,0.008624245371904316,-4.300270969581849,0.022741253372154942,1.3460720455382924,1
4.373319524347549,0.06520742633571927,4.486044728278434,4.297708813863246,0.1883359144151875,0.007853961454062475,4.468538741522349,0.4932997681279613,-1.026697150666374,0
4.39789786447848,0.06663574409797986,4.495465446539584,4.313419419445655,0.18204602709392947,0.008094287999639516,-4.466132937035483,-0.3370025637968295,1.035217055811985,1
4.37665788281424,0.06479469122385184,4.495465446539584,4.312060667125646,0.18340477941393818,0.007576982236680241,4.482184463507384,0.10650384892027602,-0.6538190433509827,0
4.389296087491883,0.06233897019119637,4.495465446539584,4.311352424411974,0.18411302212760994,0.009306595480200741,-3.9166801516536953,0.03816614460742503,1.2670764306168414,1
4.366593321435938,0.05694627772484534,4.495465446539584,4.311352424411974,0.18411302212760994,0.008626451716175154,3.8493589389878613,0.9126622442879828,-0.4713450973018552,0
4.386899840910075,0.06045419356755082,4.495465446539584,4.311352424411974,0.18411302212760994,0.009072908265237212,-3.767856282310956,0.23430099022946196,1.1907111283122387,1
4.366298062634558,0.04963659678846689,4.474205390995617,4.311352424411974,0.16285296658364246,0.00897762412201919,3.3945140372799765,0.9580869439959812,-0.22040791631358564,0
4.386638170317844,0.05150113978909013,4.474205390995617,4.311352424411974,0.16285296658364246,0.009169051006862716,-3.2164659911786635,0.4260134234952796,0.6397439213937367,1
4.377733521242977,0.05012390724933261,4.474205390995617,4.316901111949169,0.15730427904644806,0.007725993551999544,3.430360424990008,0.037932510652089906,-0.18517282252043651,0
4.399428742941082,0.04852288305391709,4.474205390995617,4.335129537711129,0.13907585328448757,0.008776723868295644,-3.3309951366710497,-0.2987676604164967,-0.14904460767499159,1
4.385318866928855,0.044048002077085445,4.4710027603396085,4.335129537711129,0.13587322262847934,0.00836446046429673,2.907832763732266,-0.6037657271995446,0.17689685684961018,0
4.403503464858456,0.04353980760997276,4.4710027603396085,4.335446078767688,0.1355566815719209,0.009546448863473334,-3.029126655138867,-0.469893103690862,-0.7131827469312207,1
4.390760260056597,0.04192705435233107,4.4710027603396085,4.335446078767688,0.1355566815719209,0.008389817239783603,2.66416929560332,-1.0130637030647252,0.3296216846463933,0
4.409151984682842,0.04153923845464498,4.4710027603396085,4.351522780951081,0.11947997938852772,0.009179864070590238,-2.9508150117197367,-0.8037853118897867,-1.0351377968596855,1
4.397469194788399,0.0384679392362435,4.469094313844007,4.351522780951081,0.1175715328929261,0.008215918708710523,2.3367178146319416,-1.4132723713344888,0.19335362006193635,0
4.415996834777659,0.04162529267089337,4.48898277655253,4.352137451261836,0.13684532529069404,0.009032178687268022,-2.934252464401648,-1.2006536146543354,-1.3630136675530842,1
4.408076749730195,0.039558018285810514,4.48898277655253,4.352137451261836,0.13684532529069404,0.008645819239071706,2.1145710548922265,-2.0892879525913357,0.0001973978791359782,0
4.424817049920654,0.03659012475681128,4.48898277655253,4.372616758346641,0.11636601820588854,0.010200660737446299,-2.694392267418981,-1.8131545137867915,-1.5942674680180149,1
4.4164479664812095,0.03509425506132256,4.48898277655253,4.372616758346641,0.11636601820588854,0.008845428628344365,1.718767857123406,-2.5659901829181804,-0.16829348787712006,0
