TITLE = "Frequency Domain Analysis"
VARIABLES = "Frequency_Hz", "Power_Spectral_Density", "Breathing_Rate_BPM"
ZONE T="Frequency Analysis Data"
0.0	6.607931944842845e-08	0.0
0.9765625	3.2537821732946676e-07	58.59375
1.953125	1.9756203186204958e-07	117.1875
2.9296875	8.06464811545859e-08	175.78125
3.90625	1.9130005175108142e-08	234.375
4.8828125	5.789287605652882e-09	292.96875
5.859375	4.243682537832523e-09	351.5625
6.8359375	1.2237554021978312e-09	410.15625
7.8125	1.1907239040198385e-09	468.75
8.7890625	8.790292582559212e-10	527.34375
9.765625	2.334353573899454e-10	585.9375
10.7421875	3.355836689582036e-10	644.53125
11.71875	2.0070507594412004e-10	703.125
12.6953125	8.59274769477275e-11	761.71875
13.671875	8.71741253445343e-11	820.3125
14.6484375	2.4261012818508714e-11	878.90625
15.625	1.8494129846377783e-11	937.5
16.6015625	1.2243557203478688e-11	996.09375
17.578125	2.9632408889960037e-12	1054.6875
18.5546875	2.0466553153336064e-12	1113.28125
19.53125	4.0100728833455867e-13	1171.875
20.5078125	2.6243001485212657e-13	1230.46875
21.484375	5.200974566107402e-13	1289.0625
22.4609375	9.145265736734672e-13	1347.65625
23.4375	2.732535300710974e-12	1406.25
24.4140625	2.050540121343748e-12	1464.84375
25.390625	5.888338019611925e-12	1523.4375
26.3671875	1.1240796194691973e-11	1582.03125
27.34375	3.6939700408618085e-12	1640.625
28.3203125	4.028552518043325e-12	1699.21875
29.296875	2.5244165074909354e-12	1757.8125
30.2734375	2.1129284925955367e-12	1816.40625
31.25	2.6928246891945374e-12	1875.0
32.2265625	1.1993391669201607e-12	1933.59375
33.203125	1.4333938137528373e-12	1992.1875
34.1796875	8.979703320299354e-13	2050.78125
35.15625	4.625695069791989e-13	2109.375
36.1328125	5.238554443155773e-13	2167.96875
37.109375	1.543272466309538e-13	2226.5625
38.0859375	6.442517407608777e-14	2285.15625
39.0625	3.4119691822508527e-14	2343.75
40.0390625	7.763600421277926e-15	2402.34375
41.015625	2.622168397579911e-14	2460.9375
41.9921875	3.5961177178189266e-14	2519.53125
42.96875	1.1516126150715388e-13	2578.125
43.9453125	1.8643567402895465e-13	2636.71875
44.921875	1.4645465459324244e-13	2695.3125
45.8984375	3.444543157596495e-13	2753.90625
46.875	2.3678225728168054e-13	2812.5
47.8515625	2.309302042539889e-13	2871.09375
48.828125	2.9977235837359643e-13	2929.6875
49.8046875	1.5915213404889823e-13	2988.28125
50.78125	3.1677065124154897e-13	3046.875
51.7578125	2.671619945762895e-13	3105.46875
52.734375	1.6484734362436387e-13	3164.0625
53.7109375	1.7748672605041253e-13	3222.65625
54.6875	7.132962968262705e-14	3281.25
55.6640625	7.034477739428953e-14	3339.84375
56.640625	5.0722401119600635e-14	3398.4375
57.6171875	1.3877895104558119e-14	3457.03125
58.59375	1.0624153838599975e-14	3515.625
59.5703125	2.4267549155930508e-15	3574.21875
60.546875	2.637783593506105e-15	3632.8125
61.5234375	6.373123939172256e-15	3691.40625
62.5	1.4457599727675073e-14	3750.0
63.4765625	3.5603927587321813e-14	3808.59375
64.453125	2.7650150401569226e-14	3867.1875
65.4296875	5.378951677423579e-14	3925.78125
66.40625	5.800046884514324e-14	3984.375
67.3828125	3.938177081739623e-14	4042.96875
68.359375	8.738904546568717e-14	4101.5625
69.3359375	5.891128653967824e-14	4160.15625
70.3125	6.612496075113763e-14	4218.75
71.2890625	7.616779962357685e-14	4277.34375
72.265625	2.5793289913433538e-14	4335.9375
73.2421875	5.5770486051828533e-14	4394.53125
74.21875	3.9942790392631503e-14	4453.125
75.1953125	1.9347770150858845e-14	4511.71875
76.171875	2.137189583048884e-14	4570.3125
77.1484375	6.435640547260046e-15	4628.90625
78.125	3.1497003283866874e-15	4687.5
79.1015625	1.765430316759009e-15	4746.09375
80.078125	4.073428990543572e-16	4804.6875
81.0546875	1.3213633393360355e-15	4863.28125
82.03125	1.9522485431204217e-15	4921.875
83.0078125	8.475425908522156e-15	4980.46875
83.984375	1.1122446876170586e-14	5039.0625
84.9609375	1.1677553254676315e-14	5097.65625
85.9375	2.6112917008796702e-14	5156.25
86.9140625	1.5587910747265094e-14	5214.84375
87.890625	2.165516315462558e-14	5273.4375
88.8671875	2.5437413316800287e-14	5332.03125
89.84375	1.486547392897837e-14	5390.625
90.8203125	2.6348845010449222e-14	5449.21875
91.796875	1.8109847814382253e-14	5507.8125
92.7734375	1.124972085126299e-14	5566.40625
93.75	1.4755916573366376e-14	5625.0
94.7265625	7.11641483605667e-15	5683.59375
95.703125	9.062164990252495e-15	5742.1875
96.6796875	4.7659744111547965e-15	5800.78125
97.65625	1.473108983862565e-15	5859.375
98.6328125	1.1299818300851725e-15	5917.96875
99.609375	2.1188308183926496e-16	5976.5625
100.5859375	3.7521646779101143e-16	6035.15625
101.5625	6.935235989450158e-16	6093.75
102.5390625	2.0786767152152796e-15	6152.34375
103.515625	4.904314104360049e-15	6210.9375
104.4921875	3.854904024377017e-15	6269.53125
105.46875	9.076527791813673e-15	6328.125
106.4453125	9.457839622496585e-15	6386.71875
107.421875	6.002099342762087e-15	6445.3125
108.3984375	1.3218160208856094e-14	6503.90625
109.375	7.906958262337186e-15	6562.5
110.3515625	9.742645398567873e-15	6621.09375
111.328125	1.0587315873395531e-14	6679.6875
112.3046875	5.531495171507685e-15	6738.28125
113.28125	8.763062934564197e-15	6796.875
114.2578125	5.132640883383214e-15	6855.46875
115.234375	3.695146042300127e-15	6914.0625
116.2109375	3.685129786237521e-15	6972.65625
117.1875	1.0413932233510598e-15	7031.25
118.1640625	7.909222602350056e-16	7089.84375
119.140625	2.941829206581922e-16	7148.4375
120.1171875	7.044119456656243e-17	7207.03125
121.09375	2.1317582002398155e-16	7265.625
122.0703125	5.040289310536389e-16	7324.21875
123.046875	2.5727912704838355e-15	7382.8125
124.0234375	2.7194791487773034e-15	7441.40625
125.0	2.5742360506791486e-15	7500.0
125.9765625	4.814063856548892e-15	7558.59375
126.953125	2.786017645369514e-15	7617.1875
127.9296875	4.7848372658773486e-15	7675.78125
128.90625	5.3519182995214114e-15	7734.375
129.8828125	4.190650371284846e-15	7792.96875
130.859375	6.9172880489492905e-15	7851.5625
131.8359375	3.555098355844976e-15	7910.15625
132.8125	4.327512727607172e-15	7968.75
133.7890625	4.749713819851582e-15	8027.34375
134.765625	1.7737020185296828e-15	8085.9375
135.7421875	2.741110727760989e-15	8144.53125
136.71875	1.4637281879815366e-15	8203.125
137.6953125	4.3881057905530107e-16	8261.71875
138.671875	3.612211819327142e-16	8320.3125
139.6484375	6.582930434619265e-17	8378.90625
140.625	1.1802948223091837e-16	8437.5
141.6015625	2.038168765420964e-16	8496.09375
142.578125	7.048044209861122e-16	8554.6875
143.5546875	1.4209278787633692e-15	8613.28125
144.53125	1.0960252893251737e-15	8671.875
145.5078125	2.9468120436411282e-15	8730.46875
146.484375	2.466617670946994e-15	8789.0625
147.4609375	2.1427466423388702e-15	8847.65625
148.4375	4.164553334245895e-15	8906.25
